view,angry
84124,3107
81824,3214
234302,1459
206276,11742
166504,1211
161166,3026
158012,2075
152756,5957
139807,6268
137914,2171
132744,1936
129741,662
128477,672
126945,1952
126941,6887
125802,6093
115645,1398
111223,570
110899,1140
106476,121
104423,233
102751,4619
97750,1627
96079,72
94820,264
94018,406
93733,298
93374,260
89132,195
88183,4451
87429,1839
85702,1055
215054,14099
192196,539
174632,11283
165020,3333
137137,1294
112262,921
107987,1074
107388,1494
105295,268
104760,210
100416,3552
97826,127
96827,444
96511,6942
91305,304
89769,5907
89287,542
84651,2369
78475,728
77111,925
71193,5132
69910,1974
68858,1190
67903,746
67358,243
66402,560
64435,5649
64033,412
62925,3037
62061,543
220852,11227
194586,249
185060,953
135582,1461
119901,1566
119031,450
117218,8513
107550,291
106641,3585
103713,1482
103253,247
102615,361
102442,2245
102227,715
101946,719
100803,6498
97358,51
96840,284
96538,2450
96202,1664
90594,875
89510,1640
87357,1936
86446,701
86136,68
85258,185
84566,626
82723,94
82240,804
81780,3542
210454,1356
160856,4006
154452,5499
150101,12711
142817,1247
128036,868
127775,6662
124151,2391
108049,27547
104044,789
103635,604
89427,2491
88581,5115
86710,388
86584,975
83423,3583
82411,100
79044,6263
78620,2091
78511,1309
73306,179
73193,2730
72696,612
72232,611
70956,639
67692,160
64769,151
64552,122
63854,1041
63712,155
281345,2891
214819,3928
187765,2997
182718,4190
182103,5150
164428,4447
162924,12711
161068,1645
157379,54
157061,657
154384,109
131493,52
123338,89
117577,1300
111879,3884
111471,133
91636,366
87464,2239
85995,1240
82925,2034
78916,201
78496,1862
77992,353
77490,1368
76454,904
75526,1288
75349,4862
74306,397
69533,311
69407,96
283461,3278
278798,1034
268127,10035
246980,4862
215305,1027
197612,1456
195667,7191
176350,4729
162320,1779
158883,15135
148222,711
144763,653
140951,1194
135134,1177
131120,1049
124997,474
114780,9155
110634,11433
108275,908
103494,4156
101803,3696
100391,650
96642,1376
96016,4854
95118,3148
94367,2351
92260,1239
90516,567
90238,1429
86386,557
250562,3179
214113,518
205020,25308
202808,2173
175801,408
164500,130
162957,14755
161825,10559
131915,1200
130176,2704
126457,4040
123579,1536
123010,1882
120966,7751
114467,927
112073,19851
110349,3066
105042,1456
103701,2606
97476,243
93370,4215
93075,8269
89645,243
89383,282
87576,313
86779,1632
86723,301
86065,536
85817,770
84077,831
559015,6336
377627,880
173408,487
146590,4559
146524,369
142097,13234
139672,2862
138336,732
119881,5212
114214,3179
109785,1697
108227,754
105485,1444
103337,4363
102227,198
100099,777
99564,10559
96080,5469
95469,6519
88787,1555
87463,1669
85613,755
85219,435
84030,185
80726,812
80098,1128
79803,66
78694,88
75824,3428
74565,1238
272548,695
226342,3158
199845,123
169727,1545
156500,1598
135891,255
132956,558
131602,1996
123667,21040
111887,1249
100716,1493
97469,4165
97090,936
93024,464
92775,10009
91647,1498
90570,2181
87205,701
84912,683
82353,459
81511,1607
81113,506
80437,341
79478,69
78918,447
78360,708
77304,167
77060,596
76954,777
76619,1585
314254,25979
274073,21032
273797,5204
183979,182
170961,345
165413,792
157890,844
142431,17621
132992,1739
129643,776
129112,581
128730,1460
127847,577
122490,1714
121998,266
121829,7268
118365,3429
111945,3117
111866,685
111744,761
109692,5345
109224,7763
106994,137
104340,1353
103904,577
100829,12291
95475,2112
94146,3791
91987,1207
91562,926
215318,6376
215252,554
206772,16632
193065,12046
189733,385
179592,361
172229,6885
159403,8121
159326,4539
157133,11694
143385,6352
138079,4381
127462,475
118648,2211
113472,102
109588,1313
106627,158
105314,4637
102760,2776
102033,5054
100314,203
97073,1396
95014,2639
90972,2765
88303,2821
88259,900
84256,114
83649,72
83622,2003
82725,917
340865,1564
299923,16632
201244,1931
185161,382
178126,109
173219,2449
167291,1315
164343,479
160768,6489
150232,5343
130233,293
116882,1457
114888,53
111442,2858
111224,1959
109936,3623
103370,3902
102849,5014
102668,428
101189,12016
100223,606
98669,275
98354,1210
94175,637
92481,160
92121,472
89629,217
88836,75
87952,232
84143,1101
549842,15923
313369,12988
223357,7245
172027,13460
158176,5435
152643,369
145146,4237
139689,3656
136637,6670
136112,6612
127125,936
126722,232
121119,3540
118129,932
117925,1839
117011,6233
112690,3219
109517,5265
106082,2696
105102,2109
104625,1457
102900,1770
102348,1179
101583,378
100857,5058
99310,5011
96740,793
86759,160
86716,1820
86410,1646
867050,4609
537633,5918
464248,6612
438298,3338
374783,2160
360169,3471
285720,2414
283819,3701
273977,6670
256582,2176
224340,7893
221372,17919
196092,25933
194846,2023
191565,2930
189235,1148
182271,3566
180236,3197
178119,336
177366,21578
173507,3040
171487,2661
156760,3149
155513,2716
140219,973
137680,1519
136490,762
132547,814
127318,672
125839,354
1222359,7145
274402,27312
250487,705
244053,6954
216125,447
206486,16511
180618,4827
160814,1264
158282,769
150103,2150
149819,641
146981,15671
136276,4078
128514,1281
128051,1236
108379,488
98880,4883
91261,302
90960,1470
90881,1122
89937,2864
89358,722
86094,2160
83740,1441
81776,962
81621,100
81488,7347
81403,903
80707,1781
79362,1635
